CaseMasterID,CrimeNo,CaseCategoryName,CaseStatusName,PoliceStationUnitID,DistrictName,StateName,InvestigatingOfficerID,RegistrationDate,InfoReceivedPSDate,CrimeHeadName,CrimeSubHeadName,CrimeCategoryGroup,GravityOffenceName,BriefFacts,IncidentUnitID,IncidentDistrictName,latitude,longitude,LocationTypeArchetype,IsHotspotUnitFlag,AccusedHomeUnitDistance,IncidentFromDate,IncidentToDate,IncidentHourOfDay,IncidentDayOfWeek,IsFestivalOrEventWindow,ReportingDelayHours,CaseAgeDays,PrimaryAccusedID,PrimaryAccusedAgeBand,PrimaryAccusedGender,NumberOfAccused,CoAccusedIDList,IsRepeatAccusedFlag,ArrestStatus,ArrestDelayDays,PrimaryVictimAgeBand,PrimaryVictimGender,NumberOfVictims,VictimAccusedRelationship,IsRepeatVictimFlag,VictimPoliceFlag,NumberOfEvidenceItems,EvidenceTypesList,NumberOfVehiclesInvolved,ActsInvokedList,SectionsInvokedList,NumberOfSectionsInvoked,ChargesheetOutcome,ChargesheetFilingDelayDays,InvestigatingOfficerRank,CourtID,CourtName,InvestigationDurationDays,OfficerActiveCaseLoad,OfficerHistoricalFalseCaseRate,HiddenCriminalProfileID,HiddenGangID,HiddenClusterID,HiddenMOGroup,HiddenBridgeNodeFlag,HiddenEscalationCurveLabel,IsRepeatOffenderGroundTruth,RiskLabel,AnomalyLabel
2652,100210135202600011,FIR,Under Investigation,135,Mandya,Karnataka,403,2026-11-03,2026-11-01 00:54:43,Crimes Against Public Order,Public Nuisance,Public-Order,Non-Heinous,The offense occurred near a general/public place around 14:00 hours on Saturday. The accused created a nuisance by consuming alcohol and shouting in a public park near a residential area. Key evidence collected includes CCTV Footage and Seized Weapon/Object. Investigation indicates the involvement of a single perpetrator.,135,Mandya,12.496756,76.91354,General/Public Place,True,Unknown/One-Time,2026-10-31 14:16:43,2026-10-31 21:13:43,14,Saturday,True,10.633333333333333,-111,6305.0,51-65,M,1,6305,False,,,51-65,M,2,Stranger,False,False,2,CCTV Footage;Seized Weapon/Object,0,,,,Not Yet Disposed,,Circle Inspector,,,-111,25,0.0,,,SOLO_2652,32_General/Public Place_2,,,False,Low,Normal
2653,100210134202500003,FIR,Pending Trial,134,Mandya,Karnataka,401,2025-09-10,2025-09-05 04:32:42,Crimes Against Senior Citizens,Neglect of Senior Citizens,Violent,Heinous,"A gang of 4 co-accused was implicated in this incident. The accused refused to provide food and basic medicine to their dependent parents, causing severe deterioration. The incident was reported from a residential at 16:00 hours on Thursday.",134,Mandya,12.494849,76.888557,Residential,False,Unknown/One-Time,2025-09-04 16:50:42,2025-09-04 20:17:42,16,Thursday,True,11.7,308,4772.0,18-25,M,4,4772;4773;4774;4775,False,,,65+,M,1,Known,False,False,3,Bank Statement;CCTV Footage;Witness Statement Record,0,,,,Not Yet Disposed,,Inspector,,,308,4,0.25,,,SOLO_2653,61_Residential_2,,,False,Medium,Normal
2654,100030026202200006,FIR,Closed - False Case,26,Belagavi,Karnataka,78,2022-02-23,2022-02-14 14:14:50,Economic Offences,Counterfeiting,Cyber-Financial,Non-Heinous,"The suspects ran a hidden printing press to manufacture counterfeit currency notes. Evidence seized during the initial probe includes Audit Report, Bank Transaction Statement, Forged Document and Seized Financial Record. The event transpired at a market around 08:00 hours on Monday.",26,Belagavi,15.878867,74.531229,Market,True,Unknown/One-Time,2022-02-14 08:12:50,2022-02-14 13:13:50,8,Monday,False,6.033333333333333,1603,178.0,36-50,M,1,178,False,,,18-25,F,1,Stranger,False,False,4,Audit Report;Bank Transaction Statement;Forged Document;Seized Financial Record,0,,,,False Case,,Sub-Inspector,,,1603,17,0.1176470588235294,,,SOLO_2654,37_Market_1,,,False,Low,Normal
2655,100290185202300002,FIR,Disposed - Convicted,185,Vijayapura,Karnataka,553,2023-09-21,2023-09-16 07:53:07,Crimes Against Women,Sexual Harassment,Violent,Non-Heinous,"Police later collected CCTV Footage, Call Detail Record, Clothing Sample, DNA Swab and Medical Examination Report as part of the case file. The suspect repeatedly followed the victim to her college and made offensive gestures. The incident took place in a general/public place at 10:00 hours on Friday. A lone suspect was involved in carrying out this offense.",185,Vijayapura,16.790856,75.666986,General/Public Place,False,inter-district,2023-09-15 10:49:07,2023-09-15 18:02:07,10,Friday,True,21.066666666666663,1028,2204.0,Minor (<18),M,1,2204,True,,,18-25,F,1,Known,False,False,6,CCTV Footage;Call Detail Record;Clothing Sample;DNA Swab;Medical Examination Report,0,,,,Charge-Sheeted,,Sub-Inspector,,,1028,7,0.0,CP00060,,CP00060,18_General/Public Place_1,,,True,High,Normal
2656,100020013202500003,FIR,Under Investigation,13,Ballari,Karnataka,37,2025-10-09,2025-09-30 21:11:30,Traffic and Motor Vehicle Offences,Motor Vehicle Theft,Public-Order,Heinous,"The offender observed the victim leaving the motorcycle unattended outside the gate, before unlocking it with a duplicate master key and escaping. The offense occurred near a market around 02:00 hours on Tuesday. Investigation indicates the involvement of a single perpetrator. Forensic search and examination revealed Breath Analyzer Report, Mechanical Inspection Report and Vehicle Damage Report at the scene.",13,Ballari,15.141748,76.873805,Market,False,local,2025-09-30 02:45:30,2025-09-30 05:45:30,2,Tuesday,True,18.433333333333334,279,4869.0,51-65,M,1,4869,True,,,36-50,F,1,Stranger,False,False,3,Breath Analyzer Report;Mechanical Inspection Report;Vehicle Damage Report,1,,,,Not Yet Disposed,,Sub-Inspector,,,279,7,0.0,CP00149,,CP00149,57_Market_0,,,True,Severe,Normal
2657,100150101202200007,FIR,Pending Trial,101,Hassan,Karnataka,301,2022-03-17,2022-03-09 19:53:02,Miscellaneous IPC Offences,Criminal Intimidation,Property,Non-Heinous,"The incident was reported from a general/public place at 12:00 hours on Wednesday. The accused made threatening phone calls to the victim, warning them of severe consequences. Key evidence collected includes Seized Property List and Witness Statement Record. A gang of 4 co-accused was implicated in this incident.",101,Hassan,13.003626,76.118954,General/Public Place,True,inter-district,2022-03-09 12:23:02,2022-03-09 15:48:02,12,Wednesday,False,7.5,1581,269.0,36-50,F,4,269;270;271;272,False,,,36-50,M,1,Stranger,False,False,2,Seized Property List;Witness Statement Record,0,,,,Not Yet Disposed,,Deputy Superintendent of Police,,,1581,19,0.2105263157894736,CP00012,,CP00012,63_General/Public Place_2,,,False,Low,Normal
2658,100120079202600002,FIR,Closed - Undetected,79,Davanagere,Karnataka,236,2026-10-30,2026-10-26 14:58:19,Crimes Against Senior Citizens,Fraud Against Senior Citizens,Violent,Non-Heinous,The crime was committed by a single offender. The accused cheated the elderly victim by pretending to be a bank officer and withdrawing their life savings. The event transpired at a general/public place around 05:00 hours on Sunday. Investigators recovered CCTV Footage from the location.,79,Davanagere,14.492068,75.885425,General/Public Place,False,Unknown/One-Time,2026-10-25 05:11:19,2026-10-25 07:13:19,5,Sunday,True,33.78333333333333,-107,6295.0,26-35,M,1,6295,False,,,65+,M,1,Known,False,False,1,CCTV Footage,0,,,,Undetected,,Sub-Inspector,,,-107,5,0.0,,,SOLO_2658,60_General/Public Place_0,,,False,Low,Normal
2659,100220140202300001,FIR,Disposed - Convicted,140,Mysuru,Karnataka,419,2023-01-10,2023-01-07 17:08:34,Human Trafficking,Bonded Labour,Violent,Non-Heinous,The suspect forced the victim to work in his dairy farm for no pay under threat of violence. Evidence seized during the initial probe includes Call Detail Record and Scene Photograph. The incident took place in a general/public place at 12:00 hours on Saturday.,140,Mysuru,12.266922,76.634051,General/Public Place,False,inter-district,2023-01-07 12:15:34,2023-01-07 14:33:34,12,Saturday,False,4.883333333333334,1282,1280.0,Minor (<18),M,1,1280,True,,,26-35,M,4,Known,False,False,2,Call Detail Record;Scene Photograph,0,,,,Charge-Sheeted,,Sub-Inspector,,,1282,8,0.0,CP00155,,CP00155,72_General/Public Place_2,,,True,High,Normal
2660,100200127202200003,FIR,Disposed - Convicted,127,Koppal,Karnataka,381,2022-01-12,2022-01-11 03:36:33,Crimes Against State,Terrorism-Related Offences,Public-Order,Heinous,The suspects received funds from foreign entities to coordinate subversive activities in the city. The offense occurred near a general/public place around 17:00 hours on Monday. Investigation indicates the involvement of a single perpetrator.,127,Koppal,15.323306,76.153236,General/Public Place,False,Unknown/One-Time,2022-01-10 17:36:33,2022-01-10 22:57:33,17,Monday,False,10.0,1645,40.0,51-65,M,1,40,False,,,51-65,F,2,Stranger,False,False,4,Digital Communication Record;Seized Document;Surveillance Report,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1645,11,0.0909090909090909,,,SOLO_2660,52_General/Public Place_2,,,False,High,Normal
2661,300250159202200001,UDR,Disposed - Convicted,159,Shivamogga,Karnataka,475,2022-10-27,2022-10-24 07:02:44,Cyber Crime,Cyberstalking,Cyber-Financial,Non-Heinous,"The suspect posted the victim's contact number on public forums with offensive descriptions, causing harassment. The incident was reported from a cyber-agnostic at 21:00 hours on Sunday. A gang of 2 co-accused was implicated in this incident. Forensic search and examination revealed Screenshot Evidence at the scene.",159,Shivamogga,13.964332,75.589166,Cyber-Agnostic,False,Unknown/One-Time,2022-10-23 21:12:44,2022-10-24 01:57:44,21,Sunday,False,9.833333333333334,1357,998.0,36-50,M,2,998;999,False,,,18-25,F,1,Known,False,False,1,Screenshot Evidence,0,,,,Charge-Sheeted,,Assistant Sub-Inspector,,,1357,24,0.0416666666666666,,,SOLO_2661,43_Cyber-Agnostic_3,,,False,Medium,Normal
2662,100180118202600007,FIR,Charge Sheeted,118,Kodagu,Karnataka,353,2026-07-07,2026-07-03 14:16:22,Crimes Against Senior Citizens,Fraud Against Senior Citizens,Violent,Heinous,"The event transpired at a general/public place around 05:00 hours on Friday. The accused cheated the elderly victim by pretending to be a bank officer and withdrawing their life savings. Key evidence collected includes Bank Statement, CCTV Footage and Medical Examination Report. The crime was committed by a single offender.",118,Kodagu,12.425842,75.735935,General/Public Place,False,Unknown/One-Time,2026-07-03 05:38:22,2026-07-03 10:45:22,5,Friday,False,8.633333333333333,8,5925.0,65+,M,1,5925,False,,,65+,M,2,Known,False,False,3,Bank Statement;CCTV Footage;Medical Examination Report,0,,,,Charge-Sheeted,,Inspector,,,8,11,0.0909090909090909,,,SOLO_2662,60_General/Public Place_0,,,False,High,Normal
2663,100130085202200007,FIR,Charge Sheeted,85,Dharwad,Karnataka,255,2022-07-11,2022-07-06 17:16:40,Crimes Against Public Order,Public Nuisance,Public-Order,Heinous,"The accused created a nuisance by consuming alcohol and shouting in a public park near a residential area. The incident took place in a general/public place at 14:00 hours on Wednesday. Investigators recovered CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording from the location.",85,Dharwad,15.49003,75.034389,General/Public Place,True,Unknown/One-Time,2022-07-06 14:13:40,2022-07-06 15:02:40,14,Wednesday,False,3.05,1465,,,,0,,False,,,,,0,,False,False,6,CCTV Footage;Scene Photograph;Seized Weapon/Object;Video Recording,0,,,,Charge-Sheeted,,Inspector,,,1465,28,0.0,,,SOLO_2663,32_General/Public Place_2,,,,High,Normal
2664,100050037202200007,FIR,Pending Trial,37,Bengaluru Urban,Karnataka,111,2022-05-30,2022-05-22 19:56:20,Human Trafficking,Bonded Labour,Violent,Non-Heinous,The victim was rescued from a plantation where they were kept as bonded labor under subhuman conditions. Evidence seized during the initial probe includes Call Detail Record. The offense occurred near a general/public place around 18:00 hours on Sunday.,37,Bengaluru Urban,12.936795,77.642666,General/Public Place,False,Unknown/One-Time,2022-05-22 18:22:20,2022-05-22 18:27:20,18,Sunday,False,1.5666666666666669,1507,517.0,26-35,M,1,517,False,,,18-25,M,2,Stranger,False,False,1,Call Detail Record,0,,,,Not Yet Disposed,,Sub-Inspector,,,1507,13,0.0,,,SOLO_2664,72_General/Public Place_3,,,False,Low,Normal
2665,800020011202500002,Zero FIR,Charge Sheeted,11,Ballari,Karnataka,33,2025-07-31,2025-07-29 01:54:34,Crimes Against Women,Sexual Harassment,Violent,Non-Heinous,"Police later collected Clothing Sample and Medical Examination Report as part of the case file. The accused sent inappropriate messages and photos to the victim's phone, causing distress. The incident was reported from a general/public place at 17:00 hours on Saturday. A single individual executed the crime.",11,Ballari,15.149987,76.879454,General/Public Place,False,Unknown/One-Time,2025-07-26 17:52:34,2025-07-26 23:21:34,17,Saturday,False,56.03333333333333,349,4599.0,51-65,M,1,4599,False,,,36-50,F,1,Stranger,False,False,2,Clothing Sample;Medical Examination Report,0,,,,Charge-Sheeted,,Sub-Inspector,,,349,14,0.0714285714285714,,,SOLO_2665,18_General/Public Place_2,,,False,Medium,Reporting-Delay Outlier
2666,100290185202300003,FIR,Closed - Undetected,185,Vijayapura,Karnataka,554,2023-03-11,2023-03-05 00:34:06,Miscellaneous IPC Offences,Criminal Intimidation,Property,Heinous,The suspect brandished a knife and threatened the complainant over a personal dispute. The event transpired at a general/public place around 10:00 hours on Saturday. The crime was committed by a single offender.,185,Vijayapura,16.79861,75.725801,General/Public Place,False,Unknown/One-Time,2023-03-04 10:27:06,2023-03-04 12:42:06,10,Saturday,False,14.116666666666667,1222,1482.0,18-25,M,1,1482,False,,,51-65,F,1,Known,False,False,0,,0,,,,Undetected,,Sub-Inspector,,,1222,6,0.1666666666666666,,,SOLO_2666,63_General/Public Place_1,,,False,Medium,Normal
2667,100150097202600002,FIR,Under Investigation,97,Hassan,Karnataka,291,2026-11-21,2026-11-18 05:04:18,Crimes Against Public Order,Unlawful Assembly,Public-Order,Heinous,"The incident took place in a general/public place at 13:00 hours on Tuesday. A group of individuals gathered with weapons near the temple, planning a confrontation. A lone suspect was involved in carrying out this offense.",97,Hassan,12.992994,76.122328,General/Public Place,False,Unknown/One-Time,2026-11-17 13:39:18,2026-11-17 20:35:18,13,Tuesday,False,15.416666666666666,-129,6353.0,51-65,M,1,6353,False,,,36-50,F,2,Stranger,False,False,3,Scene Photograph;Seized Weapon/Object;Video Recording,0,,,,Not Yet Disposed,,Sub-Inspector,,,-129,7,0.0,,,SOLO_2667,30_General/Public Place_2,,,False,Medium,Normal
2668,100230146202300005,FIR,Pending Trial,146,Raichur,Karnataka,436,2023-02-12,2023-02-12 03:09:16,Crimes Against State,Sedition,Public-Order,Heinous,Investigation indicates the involvement of a single perpetrator. The accused posted videos inciting hatred and disaffection towards the constitutionally established government. The offense occurred near a general/public place around 17:00 hours on Saturday. Investigators recovered Seized Document from the location.,146,Raichur,16.229926,77.403506,General/Public Place,False,Unknown/One-Time,2023-02-11 17:55:16,2023-02-11 19:27:16,17,Saturday,False,9.233333333333333,1249,1395.0,36-50,M,1,1395,False,,,,,0,,False,False,1,Seized Document,0,,,,Not Yet Disposed,,Sub-Inspector,,,1249,13,0.0,,,SOLO_2668,50_General/Public Place_2,,,False,Medium,Normal
2669,100010001202300004,FIR,Pending Trial,1,Bagalkot,Karnataka,2,2023-10-11,2023-10-09 21:29:59,Crimes Against State,Waging War Against the State,Public-Order,Non-Heinous,The suspects held training sessions in arms and explosives to wage war against the state. Evidence seized during the initial probe includes Seized Document and Surveillance Report. The incident was reported from a general/public place at 14:00 hours on Monday.,1,Bagalkot,16.166602,75.734505,General/Public Place,True,Unknown/One-Time,2023-10-09 14:07:59,2023-10-09 19:42:59,14,Monday,True,7.366666666666666,1008,2285.0,26-35,M,1,2285,False,,,,,0,,False,False,2,Seized Document;Surveillance Report,0,,,,Not Yet Disposed,,Sub-Inspector,,,1008,17,0.0588235294117647,,,SOLO_2669,53_General/Public Place_2,,,False,Low,Normal
2670,100090062202500004,FIR,Closed - False Case,62,Chikkamagaluru,Karnataka,185,2025-09-30,2025-09-25 21:06:38,Narcotic Drugs and Psychotropic Substances Offences,Illicit Drug Manufacturing,Narcotics,Heinous,Police later collected Seizure Photograph and Weighment Report as part of the case file. The suspects ran a manufacturing unit for synthetic drugs in an industrial estate under the cover of a paint factory. The event transpired at a general/public place around 17:00 hours on Thursday. The crime was committed by a single offender.,62,Chikkamagaluru,13.353838,75.808693,General/Public Place,True,Unknown/One-Time,2025-09-25 17:41:38,2025-09-25 18:37:38,17,Thursday,True,3.4166666666666665,288,4841.0,36-50,M,1,4841,False,,,,,0,,False,False,2,Seizure Photograph;Weighment Report,0,,,,False Case,,Circle Inspector,,,288,20,0.2,,,SOLO_2670,49_General/Public Place_2,,,False,Medium,Normal
2671,100040028202200001,FIR,Charge Sheeted,28,Bengaluru Rural,Karnataka,82,2022-05-25,2022-05-23 09:03:24,Cyber Crime,Cyberstalking,Cyber-Financial,Non-Heinous,The accused created multiple social media handles to harass the victim and post offensive comments. The incident took place in a cyber-agnostic at 14:00 hours on Sunday. A group of 3 individuals was involved in the offense.,28,Bengaluru Rural,13.209692,77.552682,Cyber-Agnostic,False,Unknown/One-Time,2022-05-22 14:47:24,2022-05-22 21:22:24,14,Sunday,False,18.266666666666666,1512,495.0,18-25,F,3,495;496;497,False,,,36-50,F,1,Known,False,False,0,,0,,,,Charge-Sheeted,,Sub-Inspector,,,1512,7,0.1428571428571428,,,SOLO_2671,43_Cyber-Agnostic_2,,,False,Medium,Normal
2672,100250159202200003,FIR,Charge Sheeted,159,Shivamogga,Karnataka,476,2022-01-16,2022-01-13 15:37:31,Economic Offences,Money Laundering,Cyber-Financial,Non-Heinous,The offense occurred near a general/public place around 09:00 hours on Thursday. The suspect purchased high-value properties in the name of dummy directors to hide black money. Key evidence collected includes Bank Transaction Statement and Seized Financial Record. Investigation indicates the involvement of a single perpetrator.,159,Shivamogga,13.968162,75.575031,General/Public Place,False,Unknown/One-Time,2022-01-13 09:19:31,2022-01-13 14:04:31,9,Thursday,False,6.3,1641,47.0,36-50,M,1,47,False,,,,,0,,False,False,2,Bank Transaction Statement;Seized Financial Record,0,,,,Charge-Sheeted,,Sub-Inspector,,,1641,9,0.0,,,SOLO_2672,38_General/Public Place_1,,,False,Medium,Normal
