CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
2931,300260163202200002,202200002,2022-10-05,219,163,2,1,8,49,5,46,2022-09-27 12:31:30,2022-09-27 19:06:30,2022-09-28 01:44:30,13.360434,77.070546,The suspects ran a manufacturing unit for synthetic drugs in an industrial estate under the cover of a paint factory. The incident took place in a general/public place at 12:00 hours on Tuesday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Chemical Analysis Report and Seized Narcotic Substance at the scene.
2932,100200127202300004,202300004,2023-08-09,288,127,1,1,7,42,2,2,2023-08-06 16:17:08,2023-08-06 19:32:08,2023-08-06 21:00:08,15.374396,76.115334,The offense occurred near a cyber-agnostic around 16:00 hours on Sunday. The accused installed keylogger software on cyber cafe computers to steal user credentials. Key evidence collected includes Screenshot Evidence. Investigation indicates the involvement of a single perpetrator.
2933,100110073202300003,202300003,2023-03-07,127,73,1,2,4,27,5,7,2023-03-05 15:12:54,2023-03-05 17:54:54,2023-03-05 19:00:54,12.839037,74.859469,A single individual executed the crime. The accused took the minor child to another town without the parents' consent or knowledge. The incident was reported from a general/public place at 15:00 hours on Sunday.
2934,300050036202200001,202200001,2022-06-26,398,36,2,1,3,17,6,34,2022-06-19 19:56:08,2022-06-19 23:12:08,2022-06-21 20:19:08,12.981563,77.592266,"The suspect forced himself upon the victim at her workplace and threatened her with termination if she spoke. Evidence seized during the initial probe includes CCTV Footage, Call Detail Record, Clothing Sample and DNA Swab. The event transpired at a general/public place around 19:00 hours on Sunday."
2935,100230145202600001,202600001,2026-03-26,2751,145,1,1,5,33,1,23,2026-03-21 15:40:09,2026-03-21 16:24:09,2026-03-21 17:10:09,16.26041,77.34079,"Police later collected CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording as part of the case file. A group of individuals attacked shops belonging to a specific community, escalating local tension. The incident took place in a general/public place at 15:00 hours on Saturday. A group of 4 individuals was involved in the offense."
2936,100060041202400007,202400007,2024-04-20,1410,41,1,2,8,46,2,1,2024-04-19 18:24:55,2024-04-19 20:29:55,2024-04-20 02:49:55,17.923493,77.487368,The suspect was intercepted with multiple packets of contraband hidden in their clothes during checking. The offense occurred near a general/public place around 18:00 hours on Friday. Forensic search and examination revealed Seized Narcotic Substance and Weighment Report at the scene.
2937,100180117202600001,202600001,2026-06-08,2725,117,1,1,4,25,1,60,2026-06-05 16:53:10,2026-06-06 00:44:10,2026-06-07 13:58:10,12.412893,75.754067,The incident was reported from a general/public place at 16:00 hours on Friday. The accused showed offensive material to the minor victim and committed sexual offenses. Key evidence collected includes DNA Swab. A single individual executed the crime.
2938,100080056202300006,202300006,2023-04-09,1456,56,1,2,5,32,6,139,2023-04-02 17:36:07,2023-04-02 19:48:07,2023-04-03 06:06:07,13.415542,77.74277,"The crime was committed by a single offender. The accused created a nuisance by consuming alcohol and shouting in a public park near a residential area. The event transpired at a general/public place around 17:00 hours on Sunday. Investigators recovered CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording from the location."
2939,100160104202400002,202400002,2024-05-02,2357,104,1,2,3,18,2,74,2024-04-30 16:15:23,2024-04-30 17:11:23,2024-05-01 00:00:23,14.773524,75.36181,"The accused sent inappropriate messages and photos to the victim's phone, causing distress. Evidence seized during the initial probe includes Clothing Sample, DNA Swab and Medical Examination Report. The incident took place in a general/public place at 16:00 hours on Tuesday."
2940,100110072202500002,202500002,2025-01-27,323,72,1,2,1,4,6,72,2025-01-26 01:41:13,2025-01-26 08:51:13,2025-01-26 09:13:13,12.873808,74.849438,"The accused beat the victim with iron pipes over a financial dispute, causing multiple bone fractures in the limbs. The offense occurred near a general/public place around 01:00 hours on Sunday."
2941,100050037202500003,202500003,2025-09-27,371,37,1,2,4,27,6,96,2025-09-21 13:28:48,2025-09-21 15:31:48,2025-09-21 15:44:48,12.944362,77.6323,The accused took the minor child to another town without the parents' consent or knowledge. The incident was reported from a general/public place at 13:00 hours on Sunday. A gang of 2 co-accused was implicated in this incident. Forensic search and examination revealed CCTV Footage and DNA Swab at the scene.
2942,100230146202600005,202600005,2026-05-21,382,146,1,2,2,15,3,78,2026-05-16 18:09:50,2026-05-16 22:59:50,2026-05-17 09:12:50,16.228891,77.399635,The event transpired at a market around 18:00 hours on Saturday. The suspect posed as a government official and collected verification fees from multiple applicants. Key evidence collected includes Fingerprint Lift and Recovered Stolen Property. The crime was committed by a single offender.
2943,100290184202500002,202500002,2025-08-26,2711,184,1,1,14,71,2,4,2025-08-19 12:06:36,2025-08-19 15:38:36,2025-08-21 17:24:36,16.859735,75.729653,The accused trafficked minor girls from rural areas and sold them to brothels in urban centres. The incident took place in a border-transit at 12:00 hours on Tuesday. Investigators recovered Call Detail Record and Travel Document from the location.
2944,100250153202300005,202300005,2023-10-26,2579,153,1,1,5,29,5,119,2023-10-21 08:01:49,2023-10-21 15:34:49,2023-10-21 16:29:49,13.883658,75.564403,"Rival groups gathered with wooden sticks and iron rods, fighting and damaging nearby shops. Evidence seized during the initial probe includes CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording. The offense occurred near a general/public place around 08:00 hours on Saturday."
2945,100180117202200003,202200003,2022-02-18,494,117,1,2,13,69,2,109,2022-02-13 15:42:59,2022-02-13 20:14:59,2022-02-13 23:52:59,12.465489,75.71676,Police later collected Panchnama Report and Seized Contraband as part of the case file. The police raided a field and destroyed raw materials used by the accused to brew illicit alcohol. The incident was reported from a general/public place at 15:00 hours on Sunday. A single individual executed the crime.
2946,100260167202200008,202200008,2022-07-29,1506,167,1,2,2,15,4,38,2022-07-21 14:53:34,2022-07-21 19:31:34,2022-07-22 04:22:34,13.342911,77.052712,The accused collected advance money for a car sale and then switched off their phone and disappeared. The event transpired at a market around 14:00 hours on Thursday. The crime was committed by a single offender. Forensic search and examination revealed CCTV Footage at the scene.
2947,100210129202200001,202200001,2022-11-30,1559,129,1,2,6,37,2,126,2022-11-25 12:01:25,2022-11-25 16:29:25,2022-11-26 00:56:25,12.547349,76.879544,The incident took place in a market at 12:00 hours on Friday. The accused was found in possession of a scanning machine and templates for printing fake bills.
2948,100310192202200006,202200006,2022-10-04,385,192,1,2,9,53,3,52,2022-10-01 12:28:23,2022-10-01 16:27:23,2022-10-01 22:17:23,15.267578,76.354329,The offense was carried out by 2 suspects acting together. The suspects held training sessions in arms and explosives to wage war against the state. The offense occurred near a general/public place around 12:00 hours on Saturday. Investigators recovered Seized Document from the location.
2949,100240150202500004,202500004,2025-10-13,1198,150,1,2,5,30,2,89,2025-10-10 17:14:52,2025-10-11 00:58:52,2025-10-11 06:28:52,12.674125,77.282389,"A group of individuals gathered with weapons near the temple, planning a confrontation. Evidence seized during the initial probe includes CCTV Footage, Scene Photograph, Seized Weapon/Object and Video Recording. The incident was reported from a general/public place at 17:00 hours on Friday."
2950,100020014202600009,202600009,2026-03-17,2864,14,1,2,3,18,5,48,2026-03-16 15:34:07,2026-03-16 23:20:07,2026-03-17 17:29:07,15.100783,76.947727,"The accused sent inappropriate messages and photos to the victim's phone, causing distress. The event transpired at a general/public place around 15:00 hours on Monday. The crime was committed by a group of 3 co-offenders."
2951,300230146202200001,202200001,2022-11-19,531,146,2,2,7,41,4,113,2022-11-15 05:27:10,2022-11-15 06:32:10,2022-11-16 20:04:10,16.231817,77.411675,"The accused used the complainant's PAN and Aadhaar details to secure multiple quick loans online. The incident took place in a market at 05:00 hours on Tuesday. A lone suspect was involved in carrying out this offense. Forensic search and examination revealed Bank Transaction Statement, Device Forensic Report and IP Access Log at the scene."
2952,100250159202600004,202600004,2026-11-21,2823,159,1,2,13,66,1,16,2026-11-15 08:31:13,2026-11-15 08:44:13,2026-11-15 10:47:13,13.966031,75.59126,The offense occurred near a general/public place around 08:00 hours on Sunday. The suspect was caught selling illegal country-made firearms to local buyers near the railway station. Key evidence collected includes Panchnama Report. Investigation indicates the involvement of a single perpetrator.
2953,100290186202600008,202600008,2026-07-09,346,186,1,2,13,67,1,18,2026-07-05 09:03:17,2026-07-05 14:04:17,2026-07-05 20:23:17,16.845113,75.710968,The accused was found selling illicit liquor manufactured in a local forest area. The incident was reported from a general/public place at 09:00 hours on Sunday. Investigators recovered Panchnama Report and Seized Contraband from the location.
2954,100130085202500011,202500011,2025-01-09,1804,85,1,2,14,71,3,122,2025-01-06 15:44:46,2025-01-06 20:20:46,2025-01-07 08:16:46,15.47189,75.039009,The accused trafficked minor girls from rural areas and sold them to brothels in urban centres. The event transpired at a border-transit around 15:00 hours on Monday.
2955,100020009202300002,202300002,2023-03-09,1082,9,1,2,2,14,2,10,2023-03-06 12:59:08,2023-03-06 18:21:08,2023-03-06 23:05:08,15.109022,76.874147,Police later collected Recovered Stolen Property as part of the case file. The accused slashed the tyres of the complainant's vehicles parked outside the gate. The incident took place in a general/public place at 12:00 hours on Monday.
2956,100010008202500001,202500001,2025-02-01,429,8,1,2,3,22,2,78,2025-01-27 17:55:32,2025-01-28 01:17:32,2025-01-28 02:33:32,16.182115,75.694493,The accused constantly followed the victim in his vehicle and tried to block her path. The offense occurred near a general/public place around 17:00 hours on Monday.
2957,100260162202500002,202500002,2025-04-01,2074,162,1,2,13,67,6,77,2025-03-30 16:40:22,2025-03-30 22:36:22,2025-03-31 05:18:22,13.301066,77.071075,The incident was reported from a general/public place at 16:00 hours on Sunday. The suspects were intercepted transporting bulk quantities of cheap liquor from the neighboring state. Key evidence collected includes Panchnama Report and Seizure Photograph. A gang of 2 co-accused was implicated in this incident.
2958,100120083202200003,202200003,2022-10-13,2230,83,1,1,8,48,6,140,2022-10-08 12:00:19,2022-10-08 15:33:19,2022-10-08 17:51:19,14.429709,75.915093,The crime was committed by a single offender. The suspect cultivated poppy plants on forest land bordering his agricultural property. The event transpired at a general/public place around 12:00 hours on Saturday. Investigators recovered Weighment Report from the location.
